Fecha,Hora de salida,Lugar de Origen,Lugar de Destino,ID,Coord Origen,Coord Destino,Origen Lat,Origen Lon,Destino Lat,Destino Lon
2024-09-11,16:21:00,Cementerio Yanamayo Puno,Plaza Mayor de Puno,2849,"(-15.8096272, -70.0300562)","(-15.8405942, -70.0279834)",-15.8096272,-70.0300562,-15.8405942,-70.0279834
2024-09-11,16:38:00,Parque San Román Puno,Ministerio de Cultura Puno,2850,"(-15.841093, -70.029431)","(-15.842631, -70.028915)",-15.841093,-70.029431,-15.842631,-70.028915
2024-09-11,16:44:00,Hospital Regional Manuel Núñez Butrón,Jr. Lima Puno,2851,"(-15.841852, -70.021574)","(-15.838756, -70.02816)",-15.841852,-70.021574,-15.838756,-70.02816
2024-09-11,17:00:00,Cementerio Yanamayo Puno,Plaza Mayor de Puno,2852,"(-15.8096272, -70.0300562)","(-15.8405942, -70.0279834)",-15.8096272,-70.0300562,-15.8405942,-70.0279834
2024-09-11,17:46:00,Colegio Adventista Puno,Colegio María Auxiliadora Puno,2853,"(-15.8366071, -70.0291852)","(-15.8379872, -70.0329811)",-15.8366071,-70.0291852,-15.8379872,-70.0329811
2024-09-11,17:52:00,Colegio Don Bosco Puno,Urbanización Huajsapata Puno,2854,"(-15.883085, -70.001176)","(-15.842445, -70.032551)",-15.883085,-70.001176,-15.842445,-70.032551
2024-09-11,17:58:00,Avenida Floral Puno,Senati Puno,2855,"(-15.8268687, -70.0141471)","(-15.8699536, -69.9988485)",-15.8268687,-70.0141471,-15.8699536,-69.9988485
2024-09-11,19:02:00,Centro de Salud Metropolitano Puno,Colegio Glorioso San Carlos Puno,2856,"(-15.8434283, -70.0213117)","(-15.8348219, -70.0245958)",-15.8434283,-70.0213117,-15.8348219,-70.0245958
2024-09-11,19:24:00,Estadio Enrique Torres Belón,Gobierno Regional de Puno,2857,"(-15.8370214, -70.0219969)","(-15.8400211, -70.0276698)",-15.8370214,-70.0219969,-15.8400211,-70.0276698
2024-09-11,19:46:00,Avenida El Sol Puno,Parque del Niño Puno,2858,"(-15.8458219, -70.0202123)","(-15.858797, -70.012071)",-15.8458219,-70.0202123,-15.858797,-70.012071
2024-09-11,19:46:00,Instituto de Educación Superior Tecnológico Público Puno,Universidad Nacional del Altiplano,2859,"(-15.882774, -69.999663)","(-15.8242768, -70.0161264)",-15.882774,-69.999663,-15.8242768,-70.0161264
2024-09-11,21:29:00,Urbanización Chanu Chanu Puno,Salcedo Puno,2860,"(-15.8603257, -70.013686)","(-15.8687992, -69.9986595)",-15.8603257,-70.013686,-15.8687992,-69.9986595
2024-09-12,06:06:00,Avenida El Sol Puno,Hotel Libertador Lago Titicaca Puno,2861,"(-15.8458219, -70.0202123)","(-15.827961, -69.993105)",-15.8458219,-70.0202123,-15.827961,-69.993105
2024-09-12,08:36:00,Gobierno Regional de Puno,Parque Pino Puno,2862,"(-15.8400211, -70.0276698)","(-15.8378073, -70.0280672)",-15.8400211,-70.0276698,-15.8378073,-70.0280672
2024-09-12,09:20:00,Urbanización Bellavista Puno,Cementerio Laykakota Puno,2863,"(-15.832755, -70.022242)","(-15.8492522, -70.0210575)",-15.832755,-70.022242,-15.8492522,-70.0210575
2024-09-12,09:42:00,Avenida La Torre Puno,Parque Pino Puno,2864,"(-15.8336052, -70.0276202)","(-15.8378073, -70.0280672)",-15.8336052,-70.0276202,-15.8378073,-70.0280672
2024-09-12,10:24:00,Mirador Kuntur Wasi Puno,Avenida Floral Puno,2865,"(-15.8471356, -70.0299513)","(-15.8268687, -70.0141471)",-15.8471356,-70.0299513,-15.8268687,-70.0141471
2024-09-12,10:27:00,Urbanización Alto Puno,Municipalidad Provincial de Puno,2866,"(-15.814292, -70.031918)","(-15.840283, -70.028314)",-15.814292,-70.031918,-15.840283,-70.028314
2024-09-12,10:40:00,Jayllihuaya Puno,Hotel Libertador Lago Titicaca Puno,2867,"(-15.8787471, -69.9751057)","(-15.827961, -69.993105)",-15.8787471,-69.9751057,-15.827961,-69.993105
2024-09-12,12:22:00,Cementerio Yanamayo Puno,Urbanización Huajsapata Puno,2868,"(-15.8096272, -70.0300562)","(-15.842445, -70.032551)",-15.8096272,-70.0300562,-15.842445,-70.032551
2024-09-12,12:34:00,Urbanización Salcedo Puno,Municipalidad Provincial de Puno,2869,"(-15.8724851, -69.9928585)","(-15.840283, -70.028314)",-15.8724851,-69.9928585,-15.840283,-70.028314
2024-09-12,12:47:00,Mirador Puma Uta Puno,Jr. Lima Puno,2870,"(-15.8202693, -70.0287285)","(-15.838756, -70.02816)",-15.8202693,-70.0287285,-15.838756,-70.02816
2024-09-12,14:41:00,Parque del Niño Puno,Urbanización Salcedo Puno,2871,"(-15.858797, -70.012071)","(-15.8724851, -69.9928585)",-15.858797,-70.012071,-15.8724851,-69.9928585
2024-09-12,16:45:00,Puerto Lacustre Puno,Gran Unidad Escolar San Carlos Puno,2872,"(-15.835401, -70.014945)","(-15.840115, -70.025425)",-15.835401,-70.014945,-15.840115,-70.025425
2024-09-12,17:35:00,Plaza Vea Puno,Colegio Adventista Puno,2873,"(-15.83636, -70.025604)","(-15.8366071, -70.0291852)",-15.83636,-70.025604,-15.8366071,-70.0291852
2024-09-12,18:16:00,Hospital Regional Manuel Núñez Butrón,Terminal Zonal Sur Puno,2874,"(-15.841852, -70.021574)","(-15.8477879, -70.0149008)",-15.841852,-70.021574,-15.8477879,-70.0149008
2024-09-12,18:36:00,Cementerio Yanamayo Puno,Urbanización Huajsapata Puno,2875,"(-15.8096272, -70.0300562)","(-15.842445, -70.032551)",-15.8096272,-70.0300562,-15.842445,-70.032551
2024-09-12,19:08:00,Senati Puno,Cementerio Laykakota Puno,2876,"(-15.8699536, -69.9988485)","(-15.8492522, -70.0210575)",-15.8699536,-69.9988485,-15.8492522,-70.0210575
2024-09-12,19:31:00,Jr. Lima Puno,Urbanización Bellavista Puno,2877,"(-15.838756, -70.02816)","(-15.832755, -70.022242)",-15.838756,-70.02816,-15.832755,-70.022242
2024-09-12,19:57:00,Centro de Salud Metropolitano Puno,Urbanización Huajsapata Puno,2878,"(-15.8434283, -70.0213117)","(-15.842445, -70.032551)",-15.8434283,-70.0213117,-15.842445,-70.032551
2024-09-12,20:01:00,Universidad Nacional del Altiplano,Mirador Kuntur Wasi Puno,2879,"(-15.8242768, -70.0161264)","(-15.8471356, -70.0299513)",-15.8242768,-70.0161264,-15.8471356,-70.0299513
2024-09-12,21:15:00,Plaza Vea Puno,Avenida Floral Puno,2880,"(-15.83636, -70.025604)","(-15.8268687, -70.0141471)",-15.83636,-70.025604,-15.8268687,-70.0141471
2024-09-12,21:40:00,Parque del Periodista Puno,Universidad Nacional del Altiplano,2881,"(-15.839012, -70.023311)","(-15.8242768, -70.0161264)",-15.839012,-70.023311,-15.8242768,-70.0161264
2024-09-12,21:47:00,Puerto Lacustre Puno,Colegio Glorioso San Carlos Puno,2882,"(-15.835401, -70.014945)","(-15.8348219, -70.0245958)",-15.835401,-70.014945,-15.8348219,-70.0245958
2024-09-12,21:48:00,Urbanización Bellavista Puno,Hospital III EsSalud Puno,2883,"(-15.832755, -70.022242)","(-15.8734615, -70.0004113)",-15.832755,-70.022242,-15.8734615,-70.0004113
2024-09-12,22:55:00,Polideportivo Chanu Chanu Puno,Colegio Adventista Puno,2884,"(-15.856024, -70.011223)","(-15.8366071, -70.0291852)",-15.856024,-70.011223,-15.8366071,-70.0291852
2024-09-13,05:10:00,Universidad Andina Néstor Cáceres Velásquez Puno,Colegio Glorioso San Carlos Puno,2885,"(-15.8421779, -70.0236583)","(-15.8348219, -70.0245958)",-15.8421779,-70.0236583,-15.8348219,-70.0245958
2024-09-13,05:20:00,Centro de Salud Metropolitano Puno,Parque Mariátegui Puno,2886,"(-15.8434283, -70.0213117)","(-15.8393597, -70.0245754)",-15.8434283,-70.0213117,-15.8393597,-70.0245754
2024-09-13,05:39:00,Jayllihuaya Puno,Centro de Salud Metropolitano Puno,2887,"(-15.8787471, -69.9751057)","(-15.8434283, -70.0213117)",-15.8787471,-69.9751057,-15.8434283,-70.0213117
2024-09-13,08:46:00,Urbanización Chanu Chanu Puno,Colegio Adventista Puno,2888,"(-15.8603257, -70.013686)","(-15.8366071, -70.0291852)",-15.8603257,-70.013686,-15.8366071,-70.0291852
2024-09-13,09:11:00,Colegio Glorioso San Carlos Puno,Estadio Enrique Torres Belón,2889,"(-15.8348219, -70.0245958)","(-15.8370214, -70.0219969)",-15.8348219,-70.0245958,-15.8370214,-70.0219969
2024-09-13,09:45:00,Estadio Enrique Torres Belón,Puerto Lacustre Puno,2890,"(-15.8370214, -70.0219969)","(-15.835401, -70.014945)",-15.8370214,-70.0219969,-15.835401,-70.014945
2024-09-13,12:34:00,Jr. Lima Puno,Urbanización Alto Puno,2891,"(-15.838756, -70.02816)","(-15.814292, -70.031918)",-15.838756,-70.02816,-15.814292,-70.031918
2024-09-13,13:08:00,Avenida Floral Puno,Colegio Don Bosco Puno,2892,"(-15.8268687, -70.0141471)","(-15.883085, -70.001176)",-15.8268687,-70.0141471,-15.883085,-70.001176
2024-09-13,13:11:00,Colegio María Auxiliadora Puno,Complejo Deportivo Alto Llavini Puno,2893,"(-15.8379872, -70.0329811)","(-15.81855, -70.025004)",-15.8379872,-70.0329811,-15.81855,-70.025004
2024-09-13,13:21:00,Mercado Laykakota Puno,Colegio Don Bosco Puno,2894,"(-15.8465279, -70.0207765)","(-15.883085, -70.001176)",-15.8465279,-70.0207765,-15.883085,-70.001176
2024-09-13,15:03:00,Colegio María Auxiliadora Puno,Terminal Zonal Sur Puno,2895,"(-15.8379872, -70.0329811)","(-15.8477879, -70.0149008)",-15.8379872,-70.0329811,-15.8477879,-70.0149008
2024-09-13,15:56:00,Mirador Kuntur Wasi Puno,Mercado Laykakota Puno,2896,"(-15.8471356, -70.0299513)","(-15.8465279, -70.0207765)",-15.8471356,-70.0299513,-15.8465279,-70.0207765
2024-09-13,16:04:00,Universidad Nacional del Altiplano,Hospital III EsSalud Puno,2897,"(-15.8242768, -70.0161264)","(-15.8734615, -70.0004113)",-15.8242768,-70.0161264,-15.8734615,-70.0004113
2024-09-13,16:50:00,Centro de Salud Metropolitano Puno,Puerto Lacustre Puno,2898,"(-15.8434283, -70.0213117)","(-15.835401, -70.014945)",-15.8434283,-70.0213117,-15.835401,-70.014945
2024-09-13,17:36:00,Hotel Sonesta Posadas del Inca Puno,Municipalidad Provincial de Puno,2899,"(-15.8241171, -70.0050901)","(-15.840283, -70.028314)",-15.8241171,-70.0050901,-15.840283,-70.028314
2024-09-13,17:37:00,Parque San Román Puno,Puerto Lacustre Puno,2900,"(-15.841093, -70.029431)","(-15.835401, -70.014945)",-15.841093,-70.029431,-15.835401,-70.014945
2024-09-13,17:39:00,Universidad Nacional del Altiplano,Mercado Laykakota Puno,2901,"(-15.8242768, -70.0161264)","(-15.8465279, -70.0207765)",-15.8242768,-70.0161264,-15.8465279,-70.0207765
2024-09-13,18:03:00,Jr. Tarapacá Puno,Cementerio Laykakota Puno,2902,"(-15.83755, -70.029158)","(-15.8492522, -70.0210575)",-15.83755,-70.029158,-15.8492522,-70.0210575
2024-09-13,18:13:00,Hospital Regional Manuel Núñez Butrón,Mercado Unión y Dignidad Puno,2903,"(-15.841852, -70.021574)","(-15.840089, -70.0193667)",-15.841852,-70.021574,-15.840089,-70.0193667
2024-09-13,18:46:00,Jr. Los Incas Puno,Mirador Puma Uta Puno,2904,"(-15.836837, -70.024882)","(-15.8202693, -70.0287285)",-15.836837,-70.024882,-15.8202693,-70.0287285
2024-09-13,19:06:00,Salcedo Puno,Avenida El Sol Puno,2905,"(-15.8687992, -69.9986595)","(-15.8458219, -70.0202123)",-15.8687992,-69.9986595,-15.8458219,-70.0202123
2024-09-13,19:30:00,Plaza Mayor de Puno,Colegio Don Bosco Puno,2906,"(-15.8405942, -70.0279834)","(-15.883085, -70.001176)",-15.8405942,-70.0279834,-15.883085,-70.001176
2024-09-13,19:48:00,Mirador Puma Uta Puno,Colegio María Auxiliadora Puno,2907,"(-15.8202693, -70.0287285)","(-15.8379872, -70.0329811)",-15.8202693,-70.0287285,-15.8379872,-70.0329811
2024-09-13,19:54:00,Avenida El Sol Puno,Instituto Americano de Arte Puno,2908,"(-15.8458219, -70.0202123)","(-15.836384, -70.027622)",-15.8458219,-70.0202123,-15.836384,-70.027622
2024-09-14,06:17:00,Hotel Libertador Lago Titicaca Puno,Cementerio Yanamayo Puno,2909,"(-15.827961, -69.993105)","(-15.8096272, -70.0300562)",-15.827961,-69.993105,-15.8096272,-70.0300562
2024-09-14,07:23:00,Mirador Puma Uta Puno,Urbanización Huajsapata Puno,2910,"(-15.8202693, -70.0287285)","(-15.842445, -70.032551)",-15.8202693,-70.0287285,-15.842445,-70.032551
2024-09-14,07:25:00,Salcedo Puno,Parque Pino Puno,2911,"(-15.8687992, -69.9986595)","(-15.8378073, -70.0280672)",-15.8687992,-69.9986595,-15.8378073,-70.0280672
2024-09-14,07:52:00,Universidad Nacional del Altiplano,Hospital III EsSalud Puno,2912,"(-15.8242768, -70.0161264)","(-15.8734615, -70.0004113)",-15.8242768,-70.0161264,-15.8734615,-70.0004113
2024-09-14,07:57:00,Jr. Lima Puno,Hotel Libertador Lago Titicaca Puno,2913,"(-15.838756, -70.02816)","(-15.827961, -69.993105)",-15.838756,-70.02816,-15.827961,-69.993105
2024-09-14,08:07:00,Colegio Don Bosco Puno,Gobierno Regional de Puno,2914,"(-15.883085, -70.001176)","(-15.8400211, -70.0276698)",-15.883085,-70.001176,-15.8400211,-70.0276698
2024-09-14,09:46:00,Parque del Periodista Puno,Polideportivo Chanu Chanu Puno,2915,"(-15.839012, -70.023311)","(-15.856024, -70.011223)",-15.839012,-70.023311,-15.856024,-70.011223
2024-09-14,09:51:00,Parque del Niño Puno,Hospital Regional Manuel Núñez Butrón,2916,"(-15.858797, -70.012071)","(-15.841852, -70.021574)",-15.858797,-70.012071,-15.841852,-70.021574
2024-09-14,10:25:00,Hospital III EsSalud Puno,Terminal Zonal Sur Puno,2917,"(-15.8734615, -70.0004113)","(-15.8477879, -70.0149008)",-15.8734615,-70.0004113,-15.8477879,-70.0149008
2024-09-14,10:30:00,Universidad Nacional del Altiplano,Cementerio Laykakota Puno,2918,"(-15.8242768, -70.0161264)","(-15.8492522, -70.0210575)",-15.8242768,-70.0161264,-15.8492522,-70.0210575
2024-09-14,10:48:00,Avenida El Sol Puno,Plaza Mayor de Puno,2919,"(-15.8458219, -70.0202123)","(-15.8405942, -70.0279834)",-15.8458219,-70.0202123,-15.8405942,-70.0279834
2024-09-14,10:54:00,Jr. Tarapacá Puno,Jayllihuaya Puno,2920,"(-15.83755, -70.029158)","(-15.8787471, -69.9751057)",-15.83755,-70.029158,-15.8787471,-69.9751057
2024-09-14,12:15:00,Cementerio Laykakota Puno,Hostal Mirador Korichasca Puno,2921,"(-15.8492522, -70.0210575)","(-15.8524836, -70.0261856)",-15.8492522,-70.0210575,-15.8524836,-70.0261856
2024-09-14,13:23:00,Universidad Nacional del Altiplano,Av. Costanera Puno,2922,"(-15.8242768, -70.0161264)","(-15.8399095, -70.0176539)",-15.8242768,-70.0161264,-15.8399095,-70.0176539
2024-09-14,13:25:00,Instituto de Educación Superior Tecnológico Público Puno,Cementerio Yanamayo Puno,2923,"(-15.882774, -69.999663)","(-15.8096272, -70.0300562)",-15.882774,-69.999663,-15.8096272,-70.0300562
2024-09-14,13:59:00,Cementerio Laykakota Puno,Municipalidad Provincial de Puno,2924,"(-15.8492522, -70.0210575)","(-15.840283, -70.028314)",-15.8492522,-70.0210575,-15.840283,-70.028314
2024-09-14,14:19:00,Plaza Vea Puno,Universidad Andina Néstor Cáceres Velásquez Puno,2925,"(-15.83636, -70.025604)","(-15.8421779, -70.0236583)",-15.83636,-70.025604,-15.8421779,-70.0236583
2024-09-14,15:21:00,Colegio Don Bosco Puno,Hotel Libertador Lago Titicaca Puno,2926,"(-15.883085, -70.001176)","(-15.827961, -69.993105)",-15.883085,-70.001176,-15.827961,-69.993105
2024-09-14,15:22:00,Urbanización Alto Puno,Mirador Puma Uta Puno,2927,"(-15.814292, -70.031918)","(-15.8202693, -70.0287285)",-15.814292,-70.031918,-15.8202693,-70.0287285
2024-09-14,16:19:00,Cementerio Laykakota Puno,Urbanización Bellavista Puno,2928,"(-15.8492522, -70.0210575)","(-15.832755, -70.022242)",-15.8492522,-70.0210575,-15.832755,-70.022242
2024-09-14,16:44:00,Jayllihuaya Puno,Parque del Niño Puno,2929,"(-15.8787471, -69.9751057)","(-15.858797, -70.012071)",-15.8787471,-69.9751057,-15.858797,-70.012071
2024-09-14,17:23:00,Avenida Floral Puno,Instituto de Educación Superior Tecnológico Público Puno,2930,"(-15.8268687, -70.0141471)","(-15.882774, -69.999663)",-15.8268687,-70.0141471,-15.882774,-69.999663
2024-09-14,17:32:00,Urbanización Chanu Chanu Puno,Av. Costanera Puno,2931,"(-15.8603257, -70.013686)","(-15.8399095, -70.0176539)",-15.8603257,-70.013686,-15.8399095,-70.0176539
2024-09-14,18:42:00,Puerto Lacustre Puno,Hostal Mirador Korichasca Puno,2932,"(-15.835401, -70.014945)","(-15.8524836, -70.0261856)",-15.835401,-70.014945,-15.8524836,-70.0261856
2024-09-14,19:29:00,Hospital Regional Manuel Núñez Butrón,Hotel Sonesta Posadas del Inca Puno,2933,"(-15.841852, -70.021574)","(-15.8241171, -70.0050901)",-15.841852,-70.021574,-15.8241171,-70.0050901
2024-09-14,19:56:00,Hotel Libertador Lago Titicaca Puno,Parque San Román Puno,2934,"(-15.827961, -69.993105)","(-15.841093, -70.029431)",-15.827961,-69.993105,-15.841093,-70.029431
2024-09-14,22:02:00,Mercado Unión y Dignidad Puno,Parque del Niño Puno,2935,"(-15.840089, -70.0193667)","(-15.858797, -70.012071)",-15.840089,-70.0193667,-15.858797,-70.012071
2024-09-14,22:18:00,Urbanización Chanu Chanu Puno,Gobierno Regional de Puno,2936,"(-15.8603257, -70.013686)","(-15.8400211, -70.0276698)",-15.8603257,-70.013686,-15.8400211,-70.0276698
2024-09-14,22:52:00,Jr. Lima Puno,Mirador Puma Uta Puno,2937,"(-15.838756, -70.02816)","(-15.8202693, -70.0287285)",-15.838756,-70.02816,-15.8202693,-70.0287285
2024-09-15,05:18:00,Complejo Deportivo Alto Llavini Puno,Parque del Periodista Puno,2938,"(-15.81855, -70.025004)","(-15.839012, -70.023311)",-15.81855,-70.025004,-15.839012,-70.023311
2024-09-15,05:25:00,Cementerio Laykakota Puno,Colegio María Auxiliadora Puno,2939,"(-15.8492522, -70.0210575)","(-15.8379872, -70.0329811)",-15.8492522,-70.0210575,-15.8379872,-70.0329811
2024-09-15,06:00:00,Avenida La Torre Puno,Parque del Niño Puno,2940,"(-15.8336052, -70.0276202)","(-15.858797, -70.012071)",-15.8336052,-70.0276202,-15.858797,-70.012071
2024-09-15,07:18:00,Avenida El Sol Puno,Parque Mariátegui Puno,2941,"(-15.8458219, -70.0202123)","(-15.8393597, -70.0245754)",-15.8458219,-70.0202123,-15.8393597,-70.0245754
2024-09-15,07:34:00,Terminal Terrestre Puno,Urbanización Salcedo Puno,2942,"(-15.843678, -70.017225)","(-15.8724851, -69.9928585)",-15.843678,-70.017225,-15.8724851,-69.9928585
2024-09-15,08:04:00,Mercado Laykakota Puno,Universidad Nacional del Altiplano,2943,"(-15.8465279, -70.0207765)","(-15.8242768, -70.0161264)",-15.8465279,-70.0207765,-15.8242768,-70.0161264
2024-09-15,08:26:00,Avenida La Torre Puno,Urbanización Huajsapata Puno,2944,"(-15.8336052, -70.0276202)","(-15.842445, -70.032551)",-15.8336052,-70.0276202,-15.842445,-70.032551
2024-09-15,08:47:00,Terminal Zonal Sur Puno,Puerto Lacustre Puno,2945,"(-15.8477879, -70.0149008)","(-15.835401, -70.014945)",-15.8477879,-70.0149008,-15.835401,-70.014945
2024-09-15,10:59:00,Urbanización Salcedo Puno,Instituto Americano de Arte Puno,2946,"(-15.8724851, -69.9928585)","(-15.836384, -70.027622)",-15.8724851,-69.9928585,-15.836384,-70.027622
2024-09-15,11:18:00,Mercado Unión y Dignidad Puno,Urbanización Salcedo Puno,2947,"(-15.840089, -70.0193667)","(-15.8724851, -69.9928585)",-15.840089,-70.0193667,-15.8724851,-69.9928585
2024-09-15,11:28:00,Instituto Americano de Arte Puno,Hospital Regional Manuel Núñez Butrón,2948,"(-15.836384, -70.027622)","(-15.841852, -70.021574)",-15.836384,-70.027622,-15.841852,-70.021574
2024-09-15,11:53:00,Hotel Sonesta Posadas del Inca Puno,Jr. Lima Puno,2949,"(-15.8241171, -70.0050901)","(-15.838756, -70.02816)",-15.8241171,-70.0050901,-15.838756,-70.02816
2024-09-15,12:23:00,Mirador Puma Uta Puno,Institución Educativa San Juan Bautista Puno,2950,"(-15.8202693, -70.0287285)","(-15.840051, -70.0298054)",-15.8202693,-70.0287285,-15.840051,-70.0298054
2024-09-15,12:43:00,Colegio Glorioso San Carlos Puno,Universidad Nacional del Altiplano,2951,"(-15.8348219, -70.0245958)","(-15.8242768, -70.0161264)",-15.8348219,-70.0245958,-15.8242768,-70.0161264
2024-09-15,12:46:00,Colegio Glorioso San Carlos Puno,Avenida El Sol Puno,2952,"(-15.8348219, -70.0245958)","(-15.8458219, -70.0202123)",-15.8348219,-70.0245958,-15.8458219,-70.0202123
2024-09-15,13:21:00,Plaza Vea Puno,Hospital Regional Manuel Núñez Butrón,2953,"(-15.83636, -70.025604)","(-15.841852, -70.021574)",-15.83636,-70.025604,-15.841852,-70.021574
2024-09-15,13:45:00,Mercado Bellavista Puno,Senati Puno,2954,"(-15.8335335, -70.0233376)","(-15.8699536, -69.9988485)",-15.8335335,-70.0233376,-15.8699536,-69.9988485
2024-09-15,14:33:00,Universidad Andina Néstor Cáceres Velásquez Puno,Institución Educativa San Juan Bautista Puno,2955,"(-15.8421779, -70.0236583)","(-15.840051, -70.0298054)",-15.8421779,-70.0236583,-15.840051,-70.0298054
2024-09-15,14:37:00,Centro de Salud Metropolitano Puno,Urbanización Salcedo Puno,2956,"(-15.8434283, -70.0213117)","(-15.8724851, -69.9928585)",-15.8434283,-70.0213117,-15.8724851,-69.9928585
2024-09-15,14:52:00,Colegio María Auxiliadora Puno,Centro de Salud Metropolitano Puno,2957,"(-15.8379872, -70.0329811)","(-15.8434283, -70.0213117)",-15.8379872,-70.0329811,-15.8434283,-70.0213117
2024-09-15,15:26:00,Jr. Tarapacá Puno,Parque Mariátegui Puno,2958,"(-15.83755, -70.029158)","(-15.8393597, -70.0245754)",-15.83755,-70.029158,-15.8393597,-70.0245754
2024-09-15,15:34:00,Hospital III EsSalud Puno,Avenida El Sol Puno,2959,"(-15.8734615, -70.0004113)","(-15.8458219, -70.0202123)",-15.8734615,-70.0004113,-15.8458219,-70.0202123
2024-09-15,15:37:00,Mirador Kuntur Wasi Puno,Cementerio Laykakota Puno,2960,"(-15.8471356, -70.0299513)","(-15.8492522, -70.0210575)",-15.8471356,-70.0299513,-15.8492522,-70.0210575
2024-09-15,15:48:00,Urbanización Bellavista Puno,Institución Educativa San Juan Bautista Puno,2961,"(-15.832755, -70.022242)","(-15.840051, -70.0298054)",-15.832755,-70.022242,-15.840051,-70.0298054
2024-09-15,16:09:00,Plaza Vea Puno,Hotel Sonesta Posadas del Inca Puno,2962,"(-15.83636, -70.025604)","(-15.8241171, -70.0050901)",-15.83636,-70.025604,-15.8241171,-70.0050901
2024-09-15,16:31:00,Jr. Tarapacá Puno,Gobierno Regional de Puno,2963,"(-15.83755, -70.029158)","(-15.8400211, -70.0276698)",-15.83755,-70.029158,-15.8400211,-70.0276698
2024-09-15,16:31:00,Plaza Mayor de Puno,Colegio Don Bosco Puno,2964,"(-15.8405942, -70.0279834)","(-15.883085, -70.001176)",-15.8405942,-70.0279834,-15.883085,-70.001176
2024-09-15,16:41:00,Institución Educativa San Juan Bautista Puno,Gran Unidad Escolar San Carlos Puno,2965,"(-15.840051, -70.0298054)","(-15.840115, -70.025425)",-15.840051,-70.0298054,-15.840115,-70.025425
2024-09-15,16:48:00,Plaza Vea Puno,Hospital III EsSalud Puno,2966,"(-15.83636, -70.025604)","(-15.8734615, -70.0004113)",-15.83636,-70.025604,-15.8734615,-70.0004113
2024-09-15,17:26:00,Colegio Don Bosco Puno,Mercado Unión y Dignidad Puno,2967,"(-15.883085, -70.001176)","(-15.840089, -70.0193667)",-15.883085,-70.001176,-15.840089,-70.0193667
2024-09-15,18:54:00,Avenida Floral Puno,Urbanización Huajsapata Puno,2968,"(-15.8268687, -70.0141471)","(-15.842445, -70.032551)",-15.8268687,-70.0141471,-15.842445,-70.032551
2024-09-15,19:29:00,Polideportivo Chanu Chanu Puno,Urbanización Huajsapata Puno,2969,"(-15.856024, -70.011223)","(-15.842445, -70.032551)",-15.856024,-70.011223,-15.842445,-70.032551
2024-09-15,19:56:00,Avenida Floral Puno,Colegio Adventista Puno,2970,"(-15.8268687, -70.0141471)","(-15.8366071, -70.0291852)",-15.8268687,-70.0141471,-15.8366071,-70.0291852
2024-09-15,21:14:00,Cementerio Laykakota Puno,Jr. Tarapacá Puno,2971,"(-15.8492522, -70.0210575)","(-15.83755, -70.029158)",-15.8492522,-70.0210575,-15.83755,-70.029158
2024-09-16,05:47:00,Universidad Nacional del Altiplano,Jr. Lima Puno,2972,"(-15.8242768, -70.0161264)","(-15.838756, -70.02816)",-15.8242768,-70.0161264,-15.838756,-70.02816
2024-09-16,05:50:00,Instituto de Educación Superior Tecnológico Público Puno,Complejo Deportivo Alto Llavini Puno,2973,"(-15.882774, -69.999663)","(-15.81855, -70.025004)",-15.882774,-69.999663,-15.81855,-70.025004
2024-09-16,05:59:00,Puerto Lacustre Puno,Senati Puno,2974,"(-15.835401, -70.014945)","(-15.8699536, -69.9988485)",-15.835401,-70.014945,-15.8699536,-69.9988485
2024-09-16,06:11:00,Urbanización Alto Puno,Hospital Regional Manuel Núñez Butrón,2975,"(-15.814292, -70.031918)","(-15.841852, -70.021574)",-15.814292,-70.031918,-15.841852,-70.021574
2024-09-16,07:04:00,Colegio Glorioso San Carlos Puno,Av. Costanera Puno,2976,"(-15.8348219, -70.0245958)","(-15.8399095, -70.0176539)",-15.8348219,-70.0245958,-15.8399095,-70.0176539
2024-09-16,07:11:00,Mirador Kuntur Wasi Puno,Colegio María Auxiliadora Puno,2977,"(-15.8471356, -70.0299513)","(-15.8379872, -70.0329811)",-15.8471356,-70.0299513,-15.8379872,-70.0329811
2024-09-16,07:30:00,Cementerio Laykakota Puno,Urbanización Alto Puno,2978,"(-15.8492522, -70.0210575)","(-15.814292, -70.031918)",-15.8492522,-70.0210575,-15.814292,-70.031918
2024-09-16,07:32:00,Urbanización Chanu Chanu Puno,Plaza Mayor de Puno,2979,"(-15.8603257, -70.013686)","(-15.8405942, -70.0279834)",-15.8603257,-70.013686,-15.8405942,-70.0279834
2024-09-16,07:33:00,Universidad Nacional del Altiplano,Jr. Lima Puno,2980,"(-15.8242768, -70.0161264)","(-15.838756, -70.02816)",-15.8242768,-70.0161264,-15.838756,-70.02816
2024-09-16,07:46:00,Jr. Tarapacá Puno,Jr. Los Incas Puno,2981,"(-15.83755, -70.029158)","(-15.836837, -70.024882)",-15.83755,-70.029158,-15.836837,-70.024882
2024-09-16,08:19:00,Universidad Nacional del Altiplano,Colegio María Auxiliadora Puno,2982,"(-15.8242768, -70.0161264)","(-15.8379872, -70.0329811)",-15.8242768,-70.0161264,-15.8379872,-70.0329811
2024-09-16,09:04:00,Jr. Los Incas Puno,Instituto Americano de Arte Puno,2983,"(-15.836837, -70.024882)","(-15.836384, -70.027622)",-15.836837,-70.024882,-15.836384,-70.027622
