Fecha,Hora de salida,Lugar de Origen,Lugar de Destino
2024-08-22,08:13:00,Colegio Glorioso San Carlos Puno,Mercado Unión y Dignidad Puno
2024-08-22,08:15:00,Colegio Don Bosco Puno,Colegio Don Bosco Puno
2024-08-22,08:27:00,Centro de Salud Metropolitano Puno,Instituto Americano Los Andes Puno
2024-08-22,08:33:00,Avenida La Torre Puno,Parque del Niño Puno
2024-08-22,08:57:00,Hostal Mirador Korichasca Puno,Real Plaza Puno
2024-08-22,10:22:00,Urbanización Alto Puno,Instituto de Educación Superior Tecnológico Público Puno
2024-08-22,10:29:00,Complejo Deportivo Alto Llavini Puno,Mercado Central Bellavista Puno
2024-08-22,10:59:00,Mirador Kuntur Wasi Puno,Universidad Nacional del Altiplano
2024-08-22,11:31:00,Hospital Regional Manuel Núñez Butrón,Parque Mariátegui Puno
2024-08-22,11:40:00,Colegio Don Bosco Puno,Plaza Mayor de Puno Puno
2024-08-22,12:13:00,Mercado Laykakota Puno,Mercado Central Bellavista Puno
2024-08-22,13:11:00,Avenida El Sol Puno,Urbanización Salcedo Puno
2024-08-22,13:59:00,Jirón Lima Puno,Hospital ESSALUD Puno
2024-08-22,14:06:00,Av. Costanera Puno,Gran Unidad Escolar San Carlos Puno
2024-08-22,16:04:00,Instituto de Educación Superior Tecnológico Público Puno,Complejo Deportivo Alto Llavini Puno
2024-08-22,16:46:00,Avenida El Sol Puno,Hotel Sonesta Posadas del Inca Puno
2024-08-22,17:17:00,Puerto Lacustre Puno,Jayllihuaya Puno
2024-08-22,18:21:00,Colegio María Auxiliadora Puno,Av. Costanera Puno
2024-08-22,18:39:00,Urbanización Huajsapata Puno,Av. Costanera Puno
2024-08-22,18:54:00,Salcedo Puno,Universidad Nacional del Altiplano
2024-08-22,18:56:00,Hospital ESSALUD Puno,Urbanización Chanu Chanu Puno
2024-08-22,21:36:00,Av. Costanera Puno,Iglesia San Juan Bautista Puno
2024-08-22,22:51:00,Colegio Glorioso San Carlos Puno,Universidad Andina Néstor Cáceres Velásquez Puno
2024-08-23,07:00:00,Los Incas Puno,Universidad Andina Néstor Cáceres Velásquez Puno
2024-08-23,07:34:00,Hotel Libertador Lago Titicaca Puno,Parque del Niño Puno
2024-08-23,07:47:00,Avenida El Sol Puno,Colegio Glorioso San Carlos Puno
2024-08-23,07:51:00,Cementerio Laykakota Puno,Mercado Central Bellavista Puno
2024-08-23,09:10:00,Polideportivo Chanu Chanu Puno,Avenida La Torre Puno
2024-08-23,09:10:00,Mercado Laykakota Puno,Avenida Floral Puno
2024-08-23,09:13:00,Colegio Don Bosco Puno,Universidad Nacional del Altiplano
2024-08-23,09:17:00,Plaza Mayor de Puno Puno,Puerto Muñoz Díaz Puno
2024-08-23,11:16:00,Colegio Glorioso San Carlos Puno,Jirón Lima Puno
2024-08-23,11:56:00,Puerto Lacustre Puno,Terminal Terrestre Puno
2024-08-23,12:05:00,Isla Esteves Puno,Municipalidad Provincial de Puno
2024-08-23,13:13:00,Parque Mariátegui Puno,Universidad Nacional del Altiplano
2024-08-23,13:20:00,Universidad Nacional del Altiplano,Estadio Enrique Torres Belón
2024-08-23,13:20:00,Plaza Mayor de Puno Puno,Parque Pino Puno
2024-08-23,13:40:00,Instituto Americano Los Andes Puno,Gobierno Regional de Puno
2024-08-23,13:41:00,Instituto Americano Los Andes Puno,Mirador Puma Uta Puno
2024-08-23,14:05:00,Polideportivo Chanu Chanu Puno,Hostal Mirador Korichasca Puno
2024-08-23,15:00:00,Puerto Lacustre Puno,Real Plaza Puno
2024-08-23,16:03:00,Puerto Lacustre Puno,Polideportivo Chanu Chanu Puno
2024-08-23,16:36:00,Avenida La Torre Puno,Mercado Laykakota Puno
2024-08-23,16:51:00,Universidad Nacional del Altiplano,Puerto Lacustre Puno
2024-08-23,17:20:00,Municipalidad Provincial de Puno,Universidad Andina Néstor Cáceres Velásquez Puno
2024-08-23,19:04:00,Instituto Americano Los Andes Puno,Parque del Niño Puno
2024-08-23,19:08:00,Isla Esteves Puno,Universidad Nacional del Altiplano
2024-08-23,20:45:00,Instituto de Cultura y Turismo de Puno,Mercado Unión y Dignidad Puno
2024-08-23,21:19:00,Jirón Lima Puno,Avenida El Sol Puno
2024-08-23,22:25:00,Jirón Lima Puno,Mercado Laykakota Puno
2024-08-24,07:17:00,Mercado Unión y Dignidad Puno,Hospital Regional Manuel Núñez Butrón
2024-08-24,07:19:00,Universidad Andina Néstor Cáceres Velásquez Puno,Hostal Mirador Korichasca Puno
2024-08-24,08:23:00,Gran Unidad Escolar San Carlos Puno,Colegio María Auxiliadora Puno
2024-08-24,08:26:00,Mercado Central Bellavista Puno,Urbanización Huajsapata Puno
2024-08-24,08:38:00,Real Plaza Puno,Cementerio Laykakota Puno
2024-08-24,09:07:00,Senati Puno,Urbanización Bellavista Puno
2024-08-24,09:54:00,Terminal Terrestre Puno,Instituto Americano Los Andes Puno
2024-08-24,09:58:00,Parque Pino Puno,Colegio Don Bosco Puno
2024-08-24,12:01:00,Puerto Muñoz Díaz Puno,Universidad Nacional del Altiplano
2024-08-24,12:46:00,Isla Esteves Puno,Real Plaza Puno
2024-08-24,13:34:00,Jirón Lima Puno,Plazuela Santa Rosa Puno
2024-08-24,15:58:00,Polideportivo Chanu Chanu Puno,Urbanización Alto Puno
2024-08-24,16:31:00,Universidad Nacional del Altiplano,Polideportivo Chanu Chanu Puno
2024-08-24,16:44:00,Mercado Laykakota Puno,Puerto Lacustre Puno
2024-08-24,17:27:00,Real Plaza Puno,Jayllihuaya Puno
2024-08-24,17:31:00,Estadio Enrique Torres Belón,Hotel Libertador Lago Titicaca Puno
2024-08-24,17:44:00,Plazuela 15 de Agosto Puno,Jirón Lima Puno
2024-08-24,17:58:00,Iglesia San Juan Bautista Puno,Instituto de Educación Superior Tecnológico Público Puno
2024-08-24,18:23:00,Colegio Don Bosco Puno,Urbanización Salcedo Puno
2024-08-24,18:39:00,Jirón Lima Puno,Av. Costanera Puno
2024-08-24,18:45:00,Instituto de Cultura y Turismo de Puno,Colegio Glorioso San Carlos Puno
2024-08-24,19:04:00,Real Plaza Puno,Colegio Adventista Puno
2024-08-24,19:30:00,Complejo Deportivo Alto Llavini Puno,Cementerio Laykakota Puno
2024-08-24,19:40:00,Hospital Regional Manuel Núñez Butrón,Av. Costanera Puno
2024-08-24,20:54:00,Mirador Puma Uta Puno,Complejo Deportivo Alto Llavini Puno
2024-08-24,22:24:00,Plaza Mayor de Puno Puno,Terminal Zonal Sur Puno
2024-08-25,05:18:00,Av. Costanera Puno,Urbanización Salcedo Puno
2024-08-25,05:26:00,Universidad Andina Néstor Cáceres Velásquez Puno,Puerto Lacustre Puno
2024-08-25,05:30:00,Avenida Floral Puno,Real Plaza Puno
2024-08-25,05:58:00,Avenida El Sol Puno,Polideportivo Chanu Chanu Puno
2024-08-25,06:29:00,Puerto Muñoz Díaz Puno,Avenida La Torre Puno
2024-08-25,07:13:00,Colegio María Auxiliadora Puno,Colegio Don Bosco Puno
2024-08-25,07:23:00,Hotel Libertador Lago Titicaca Puno,Mercado Laykakota Puno
2024-08-25,08:07:00,Polideportivo Chanu Chanu Puno,Plazuela 15 de Agosto Puno
2024-08-25,08:50:00,Hospital Regional Manuel Núñez Butrón,Plazuela 15 de Agosto Puno
2024-08-25,09:31:00,Urbanización Huajsapata Puno,Hostal Mirador Korichasca Puno
2024-08-25,09:51:00,Urbanización Huajsapata Puno,Avenida El Sol Puno
2024-08-25,10:42:00,Urbanización Huajsapata Puno,Colegio María Auxiliadora Puno
2024-08-25,10:59:00,Puerto Lacustre Puno,Jirón Lima Puno
2024-08-25,11:52:00,Parque del Niño Puno,Estadio Enrique Torres Belón
2024-08-25,12:18:00,Hotel Libertador Lago Titicaca Puno,Mirador Kuntur Wasi Puno
2024-08-25,14:13:00,Jirón Lima Puno,Av. Costanera Puno
2024-08-25,14:39:00,Urbanización Salcedo Puno,Instituto Americano Los Andes Puno
2024-08-25,15:02:00,Urbanización Bellavista Puno,Colegio Glorioso San Carlos Puno
2024-08-25,15:06:00,Avenida El Sol Puno,Centro de Salud Metropolitano Puno
2024-08-25,16:35:00,Urbanización Salcedo Puno,Jirón Lima Puno
2024-08-25,17:06:00,Puerto Lacustre Puno,Plaza Mayor de Puno Puno
2024-08-25,17:31:00,Catedral Basílica de Puno,Puerto Lacustre Puno
2024-08-25,17:58:00,Hotel Libertador Lago Titicaca Puno,Puerto Lacustre Puno
2024-08-25,18:26:00,Parque Pino Puno,Avenida Floral Puno
2024-08-25,18:58:00,Universidad Nacional del Altiplano,Hotel Libertador Lago Titicaca Puno
2024-08-25,19:01:00,Terminal Terrestre Puno,Urbanización Chanu Chanu Puno
2024-08-25,19:03:00,Universidad Nacional del Altiplano,Instituto de Cultura y Turismo de Puno
2024-08-25,19:44:00,Colegio Adventista Puno,Parque Pino Puno
2024-08-25,20:27:00,Complejo Deportivo Alto Llavini Puno,Estadio Enrique Torres Belón
2024-08-25,20:46:00,Hotel Sonesta Posadas del Inca Puno,Iglesia San Juan Bautista Puno
2024-08-25,21:35:00,Hostal Mirador Korichasca Puno,Jirón Lima Puno
2024-08-25,22:37:00,Hotel Sonesta Posadas del Inca Puno,Real Plaza Puno
2024-08-26,05:03:00,Parque Mariátegui Puno,Gobierno Regional de Puno
2024-08-26,05:11:00,Gobierno Regional de Puno,Jayllihuaya Puno
2024-08-26,06:58:00,Mirador Puma Uta Puno,Avenida El Sol Puno
2024-08-26,07:11:00,Parque Mariátegui Puno,Jirón Lima Puno
2024-08-26,07:13:00,Parque Pino Puno,Centro de Salud Metropolitano Puno
2024-08-26,07:54:00,Salcedo Puno,Universidad Nacional del Altiplano
2024-08-26,08:25:00,Centro de Salud Metropolitano Puno,Plaza Mayor de Puno Puno
2024-08-26,08:31:00,Avenida Floral Puno,Colegio Don Bosco Puno
2024-08-26,08:33:00,Complejo Deportivo Alto Llavini Puno,Mercado Central Bellavista Puno
2024-08-26,09:31:00,Puerto Muñoz Díaz Puno,Instituto de Cultura y Turismo de Puno
2024-08-26,09:36:00,Jayllihuaya Puno,Colegio Don Bosco Puno
2024-08-26,10:14:00,Hospital Regional Manuel Núñez Butrón,Colegio Adventista Puno
2024-08-26,10:59:00,Hotel Libertador Lago Titicaca Puno,Cementerio Yanamayo Puno
2024-08-26,12:29:00,Catedral Basílica de Puno,Hospital ESSALUD Puno
2024-08-26,13:51:00,Puerto Muñoz Díaz Puno,Urbanización Chanu Chanu Puno
2024-08-26,14:45:00,Plazuela 15 de Agosto Puno,Isla Esteves Puno
2024-08-26,15:52:00,Avenida Floral Puno,Real Plaza Puno
2024-08-26,16:32:00,Centro de Salud Metropolitano Puno,Colegio María Auxiliadora Puno
2024-08-26,17:29:00,Colegio María Auxiliadora Puno,Hospital ESSALUD Puno
2024-08-26,18:19:00,Plazuela 15 de Agosto Puno,Polideportivo Chanu Chanu Puno
2024-08-26,18:34:00,Estadio Enrique Torres Belón,Complejo Deportivo Alto Llavini Puno
2024-08-26,19:37:00,Isla Esteves Puno,Puerto Lacustre Puno
2024-08-26,20:01:00,Parque del Niño Puno,Mercado Laykakota Puno
2024-08-26,21:21:00,Hotel Sonesta Posadas del Inca Puno,Centro de Salud Metropolitano Puno
2024-08-26,22:17:00,Senati Puno,Parque del Niño Puno
2024-08-27,07:10:00,Urbanización Chanu Chanu Puno,Parque Mariátegui Puno
2024-08-27,07:43:00,Av. Costanera Puno,Avenida La Torre Puno
2024-08-27,07:47:00,Mirador Kuntur Wasi Puno,Iglesia San Juan Bautista Puno
2024-08-27,08:11:00,Urbanización Chanu Chanu Puno,Urbanización Chanu Chanu Puno
2024-08-27,08:19:00,Hotel Libertador Lago Titicaca Puno,Colegio Don Bosco Puno
2024-08-27,08:50:00,Cementerio Laykakota Puno,Mercado Laykakota Puno
2024-08-27,08:51:00,Jirón Lima Puno,Municipalidad Provincial de Puno
2024-08-27,09:43:00,Real Plaza Puno,Jirón Lima Puno
2024-08-27,09:50:00,Urbanización Chanu Chanu Puno,Puerto Muñoz Díaz Puno
2024-08-27,11:59:00,Hotel Sonesta Posadas del Inca Puno,Jirón Lima Puno
2024-08-27,12:03:00,Plaza Mayor de Puno Puno,Urbanización Bellavista Puno
2024-08-27,13:13:00,Urbanización Chanu Chanu Puno,Parque del Niño Puno
2024-08-27,13:50:00,Mercado Unión y Dignidad Puno,Colegio Adventista Puno
2024-08-27,13:53:00,Mercado Laykakota Puno,Hostal Mirador Korichasca Puno
2024-08-27,16:10:00,Complejo Deportivo Alto Llavini Puno,Hotel Sonesta Posadas del Inca Puno
2024-08-27,17:30:00,Colegio Adventista Puno,Avenida La Torre Puno
2024-08-27,18:13:00,Terminal Zonal Sur Puno,Colegio Glorioso San Carlos Puno
2024-08-27,18:27:00,Terminal Zonal Sur Puno,Los Incas Puno
2024-08-27,19:07:00,Parque del Niño Puno,Plaza Mayor de Puno Puno
2024-08-27,22:50:00,Mirador Kuntur Wasi Puno,Hostal Mirador Korichasca Puno
2024-08-27,22:54:00,Plazuela 15 de Agosto Puno,Municipalidad Provincial de Puno
2024-08-28,05:04:00,Gobierno Regional de Puno,Terminal Zonal Sur Puno
2024-08-28,06:20:00,Instituto de Cultura y Turismo de Puno,Hotel Libertador Lago Titicaca Puno
2024-08-28,07:18:00,Complejo Deportivo Alto Llavini Puno,Jayllihuaya Puno
2024-08-28,07:32:00,Cementerio Yanamayo Puno,Urbanización Chanu Chanu Puno
2024-08-28,07:48:00,Av. Costanera Puno,Senati Puno
2024-08-28,07:51:00,Senati Puno,Urbanización Bellavista Puno
2024-08-28,07:52:00,Universidad Andina Néstor Cáceres Velásquez Puno,Puerto Lacustre Puno
2024-08-28,08:29:00,Hotel Sonesta Posadas del Inca Puno,Instituto de Educación Superior Tecnológico Público Puno
2024-08-28,08:32:00,Hotel Libertador Lago Titicaca Puno,Colegio Glorioso San Carlos Puno
2024-08-28,08:57:00,Colegio Adventista Puno,Parque Mariátegui Puno
2024-08-28,09:56:00,Parque del Niño Puno,Terminal Terrestre Puno
2024-08-28,11:08:00,Plazuela 15 de Agosto Puno,Colegio Glorioso San Carlos Puno
2024-08-28,12:01:00,Urbanización Alto Puno,Salcedo Puno
2024-08-28,12:24:00,Instituto Americano Los Andes Puno,Jirón Lima Puno
2024-08-28,13:40:00,Mercado Laykakota Puno,Instituto de Cultura y Turismo de Puno
2024-08-28,16:36:00,Universidad Nacional del Altiplano,Polideportivo Chanu Chanu Puno
2024-08-28,16:58:00,Catedral Basílica de Puno,Parque Pino Puno
2024-08-28,17:20:00,Jirón Lima Puno,Senati Puno
2024-08-28,17:48:00,Hostal Mirador Korichasca Puno,Estadio Enrique Torres Belón
2024-08-28,18:01:00,Estadio Enrique Torres Belón,Avenida La Torre Puno
2024-08-28,18:16:00,Avenida El Sol Puno,Puerto Muñoz Díaz Puno
2024-08-28,18:22:00,Mirador Kuntur Wasi Puno,Estadio Enrique Torres Belón
2024-08-28,18:22:00,Terminal Zonal Sur Puno,Polideportivo Chanu Chanu Puno
2024-08-28,18:29:00,Plaza Mayor de Puno Puno,Catedral Basílica de Puno
2024-08-28,18:40:00,Gran Unidad Escolar San Carlos Puno,Mercado Unión y Dignidad Puno
2024-08-28,18:41:00,Avenida Floral Puno,Catedral Basílica de Puno
2024-08-28,18:45:00,Urbanización Huajsapata Puno,Urbanización Bellavista Puno
2024-08-28,19:07:00,Universidad Andina Néstor Cáceres Velásquez Puno,Jirón Lima Puno
2024-08-28,19:18:00,Plaza Mayor de Puno Puno,Colegio Adventista Puno
2024-08-28,19:23:00,Iglesia San Juan Bautista Puno,Jirón Lima Puno
2024-08-28,19:44:00,Centro de Salud Metropolitano Puno,Mercado Central Bellavista Puno
2024-08-28,19:55:00,Isla Esteves Puno,Urbanización Alto Puno
2024-08-28,22:59:00,Urbanización Alto Puno,Colegio Don Bosco Puno
2024-08-29,06:50:00,Senati Puno,Colegio Adventista Puno
2024-08-29,08:43:00,Jirón Lima Puno,Estadio Enrique Torres Belón
2024-08-29,09:12:00,Urbanización Alto Puno,Urbanización Alto Puno
2024-08-29,09:24:00,Puerto Lacustre Puno,Hotel Libertador Lago Titicaca Puno
2024-08-29,09:33:00,Complejo Deportivo Alto Llavini Puno,Salcedo Puno
2024-08-29,09:36:00,Cementerio Yanamayo Puno,Colegio María Auxiliadora Puno
2024-08-29,10:16:00,Terminal Terrestre Puno,Colegio Glorioso San Carlos Puno
2024-08-29,10:38:00,Catedral Basílica de Puno,Mirador Kuntur Wasi Puno
2024-08-29,11:18:00,Urbanización Huajsapata Puno,Terminal Zonal Sur Puno
2024-08-29,12:33:00,Instituto Americano Los Andes Puno,Colegio Adventista Puno
2024-08-29,12:53:00,Avenida Floral Puno,Colegio Glorioso San Carlos Puno
2024-08-29,15:28:00,Avenida La Torre Puno,Urbanización Alto Puno
2024-08-29,16:40:00,Centro de Salud Metropolitano Puno,Parque del Niño Puno
2024-08-29,17:45:00,Urbanización Alto Puno,Urbanización Salcedo Puno
2024-08-29,17:53:00,Jirón Lima Puno,Puerto Lacustre Puno
2024-08-29,17:57:00,Instituto de Educación Superior Tecnológico Público Puno,Urbanización Chanu Chanu Puno
2024-08-29,18:20:00,Hospital ESSALUD Puno,Universidad Nacional del Altiplano
2024-08-29,18:45:00,Hostal Mirador Korichasca Puno,Hotel Sonesta Posadas del Inca Puno
2024-08-29,18:52:00,Salcedo Puno,Av. Costanera Puno
2024-08-29,19:21:00,Hospital Regional Manuel Núñez Butrón,Instituto de Cultura y Turismo de Puno
2024-08-29,19:48:00,Real Plaza Puno,Parque Mariátegui Puno
2024-08-29,21:01:00,Plaza Mayor de Puno Puno,Jirón Lima Puno
2024-08-29,21:26:00,Jirón Lima Puno,Urbanización Alto Puno
2024-08-29,22:44:00,Urbanización Salcedo Puno,Universidad Nacional del Altiplano
2024-08-30,06:05:00,Puerto Lacustre Puno,Hotel Libertador Lago Titicaca Puno
2024-08-30,06:22:00,Complejo Deportivo Alto Llavini Puno,Avenida Floral Puno
2024-08-30,07:44:00,Puerto Lacustre Puno,Hostal Mirador Korichasca Puno
2024-08-30,07:47:00,Plazuela Santa Rosa Puno,Jirón Lima Puno
2024-08-30,07:49:00,Hostal Mirador Korichasca Puno,Parque Mariátegui Puno
2024-08-30,08:54:00,Terminal Terrestre Puno,Av. Costanera Puno
2024-08-30,09:42:00,Mercado Unión y Dignidad Puno,Colegio Adventista Puno
2024-08-30,09:44:00,Los Incas Puno,Urbanización Salcedo Puno
2024-08-30,09:47:00,Mercado Central Bellavista Puno,Catedral Basílica de Puno
2024-08-30,10:25:00,Parque Mariátegui Puno,Jayllihuaya Puno
2024-08-30,11:27:00,Hotel Libertador Lago Titicaca Puno,Avenida Floral Puno
2024-08-30,11:28:00,Plaza Mayor de Puno Puno,Hospital ESSALUD Puno
2024-08-30,11:36:00,Terminal Terrestre Puno,Real Plaza Puno
2024-08-30,11:40:00,Plaza Mayor de Puno Puno,Puerto Lacustre Puno
2024-08-30,12:17:00,Mirador Kuntur Wasi Puno,Mercado Central Bellavista Puno
2024-08-30,13:19:00,Complejo Deportivo Alto Llavini Puno,Centro de Salud Metropolitano Puno
2024-08-30,13:32:00,Catedral Basílica de Puno,Los Incas Puno
2024-08-30,13:39:00,Real Plaza Puno,Municipalidad Provincial de Puno
2024-08-30,15:12:00,Urbanización Chanu Chanu Puno,Plaza Mayor de Puno Puno
2024-08-30,16:36:00,Hostal Mirador Korichasca Puno,Hotel Libertador Lago Titicaca Puno
2024-08-30,16:45:00,Hotel Sonesta Posadas del Inca Puno,Avenida La Torre Puno
2024-08-30,17:30:00,Municipalidad Provincial de Puno,Hotel Libertador Lago Titicaca Puno
2024-08-30,18:03:00,Salcedo Puno,Jirón Lima Puno
2024-08-30,18:07:00,Colegio Don Bosco Puno,Universidad Nacional del Altiplano
2024-08-30,18:10:00,Plazuela 15 de Agosto Puno,Mirador Puma Uta Puno
2024-08-30,18:28:00,Universidad Nacional del Altiplano,Avenida La Torre Puno
2024-08-30,18:30:00,Plazuela Santa Rosa Puno,Mercado Unión y Dignidad Puno
2024-08-30,19:23:00,Jayllihuaya Puno,Plazuela Santa Rosa Puno
2024-08-30,19:54:00,Instituto de Cultura y Turismo de Puno,Colegio Don Bosco Puno
2024-08-30,22:16:00,Catedral Basílica de Puno,Universidad Andina Néstor Cáceres Velásquez Puno
2024-08-31,05:06:00,Jirón Lima Puno,Colegio Glorioso San Carlos Puno
2024-08-31,05:17:00,Hospital ESSALUD Puno,Avenida Floral Puno
2024-08-31,05:21:00,Colegio Adventista Puno,Colegio Adventista Puno
2024-08-31,05:49:00,Urbanización Chanu Chanu Puno,Complejo Deportivo Alto Llavini Puno
2024-08-31,05:49:00,Universidad Nacional del Altiplano,Mercado Central Bellavista Puno
2024-08-31,07:18:00,Jirón Lima Puno,Parque Pino Puno
2024-08-31,07:46:00,Plaza Mayor de Puno Puno,Colegio Glorioso San Carlos Puno
2024-08-31,07:52:00,Hotel Libertador Lago Titicaca Puno,Urbanización Alto Puno
2024-08-31,08:32:00,Puerto Lacustre Puno,Mirador Puma Uta Puno
2024-08-31,08:34:00,Urbanización Chanu Chanu Puno,Isla Esteves Puno
2024-08-31,08:50:00,Polideportivo Chanu Chanu Puno,Urbanización Chanu Chanu Puno
2024-08-31,08:59:00,Colegio María Auxiliadora Puno,Complejo Deportivo Alto Llavini Puno
2024-08-31,09:37:00,Mirador Kuntur Wasi Puno,Salcedo Puno
2024-08-31,09:37:00,Gran Unidad Escolar San Carlos Puno,Urbanización Alto Puno
2024-08-31,09:58:00,Real Plaza Puno,Mercado Laykakota Puno
2024-08-31,10:21:00,Colegio Glorioso San Carlos Puno,Jayllihuaya Puno
2024-08-31,10:22:00,Avenida La Torre Puno,Cementerio Yanamayo Puno
2024-08-31,10:53:00,Mercado Laykakota Puno,Isla Esteves Puno
2024-08-31,11:22:00,Puerto Lacustre Puno,Real Plaza Puno
2024-08-31,13:37:00,Universidad Andina Néstor Cáceres Velásquez Puno,Universidad Andina Néstor Cáceres Velásquez Puno
2024-08-31,14:17:00,Plaza Mayor de Puno Puno,Complejo Deportivo Alto Llavini Puno
2024-08-31,15:16:00,Plaza Mayor de Puno Puno,Plazuela Santa Rosa Puno
2024-08-31,16:01:00,Avenida El Sol Puno,Mercado Central Bellavista Puno
2024-08-31,16:02:00,Parque Mariátegui Puno,Terminal Zonal Sur Puno
2024-08-31,16:56:00,Universidad Nacional del Altiplano,Instituto de Educación Superior Tecnológico Público Puno
2024-08-31,17:01:00,Urbanización Alto Puno,Puerto Muñoz Díaz Puno
2024-08-31,17:53:00,Instituto de Cultura y Turismo de Puno,Urbanización Chanu Chanu Puno
2024-08-31,17:56:00,Plaza Mayor de Puno Puno,Universidad Nacional del Altiplano
2024-08-31,18:18:00,Mirador Kuntur Wasi Puno,Universidad Nacional del Altiplano
2024-08-31,18:48:00,Polideportivo Chanu Chanu Puno,Plaza Mayor de Puno Puno
2024-08-31,18:58:00,Puerto Muñoz Díaz Puno,Parque Pino Puno
2024-08-31,19:32:00,Isla Esteves Puno,Urbanización Bellavista Puno
2024-08-31,20:47:00,Colegio Don Bosco Puno,Isla Esteves Puno
2024-08-31,22:43:00,Parque Mariátegui Puno,Real Plaza Puno
2024-09-01,05:19:00,Av. Costanera Puno,Plaza Mayor de Puno Puno
2024-09-01,05:40:00,Plazuela 15 de Agosto Puno,Colegio Adventista Puno
2024-09-01,05:52:00,Cementerio Yanamayo Puno,Instituto Americano Los Andes Puno
2024-09-01,06:53:00,Hospital Regional Manuel Núñez Butrón,Parque Mariátegui Puno
2024-09-01,07:37:00,Jirón Lima Puno,Universidad Nacional del Altiplano
2024-09-01,07:55:00,Universidad Nacional del Altiplano,Jirón Lima Puno
2024-09-01,09:21:00,Iglesia San Juan Bautista Puno,Los Incas Puno
2024-09-01,10:39:00,Isla Esteves Puno,Jayllihuaya Puno
2024-09-01,10:57:00,Iglesia San Juan Bautista Puno,Estadio Enrique Torres Belón
2024-09-01,11:40:00,Hotel Sonesta Posadas del Inca Puno,Plazuela Santa Rosa Puno
2024-09-01,12:18:00,Av. Costanera Puno,Real Plaza Puno
2024-09-01,13:18:00,Avenida El Sol Puno,Hotel Sonesta Posadas del Inca Puno
2024-09-01,14:28:00,Urbanización Chanu Chanu Puno,Av. Costanera Puno
2024-09-01,14:37:00,Puerto Lacustre Puno,Mercado Laykakota Puno
2024-09-01,16:41:00,Urbanización Huajsapata Puno,Colegio Glorioso San Carlos Puno
2024-09-01,17:15:00,Senati Puno,Urbanización Chanu Chanu Puno
2024-09-01,17:54:00,Avenida El Sol Puno,Cementerio Yanamayo Puno
2024-09-01,18:56:00,Los Incas Puno,Parque Mariátegui Puno
2024-09-01,19:13:00,Terminal Terrestre Puno,Urbanización Salcedo Puno
2024-09-01,20:54:00,Hospital Regional Manuel Núñez Butrón,Hostal Mirador Korichasca Puno
2024-09-01,21:28:00,Hotel Sonesta Posadas del Inca Puno,Colegio María Auxiliadora Puno
2024-09-01,22:10:00,Plaza Mayor de Puno Puno,Avenida El Sol Puno
2024-09-01,22:26:00,Iglesia San Juan Bautista Puno,Catedral Basílica de Puno
2024-09-01,22:43:00,Centro de Salud Metropolitano Puno,Puerto Lacustre Puno
2024-09-02,05:43:00,Cementerio Laykakota Puno,Plazuela 15 de Agosto Puno
2024-09-02,05:44:00,Universidad Nacional del Altiplano,Plaza Mayor de Puno Puno
2024-09-02,06:12:00,Puerto Lacustre Puno,Parque del Niño Puno
2024-09-02,07:35:00,Senati Puno,Urbanización Alto Puno
2024-09-02,07:44:00,Puerto Muñoz Díaz Puno,Mirador Puma Uta Puno
2024-09-02,08:22:00,Urbanización Salcedo Puno,Universidad Andina Néstor Cáceres Velásquez Puno
2024-09-02,09:02:00,Plaza Mayor de Puno Puno,Parque Mariátegui Puno
2024-09-02,09:14:00,Avenida El Sol Puno,Plazuela Santa Rosa Puno
2024-09-02,10:09:00,Urbanización Alto Puno,Hospital ESSALUD Puno
2024-09-02,10:28:00,Colegio Glorioso San Carlos Puno,Hotel Sonesta Posadas del Inca Puno
2024-09-02,11:32:00,Urbanización Bellavista Puno,Avenida Floral Puno
2024-09-02,12:58:00,Real Plaza Puno,Colegio Don Bosco Puno
2024-09-02,14:11:00,Cementerio Yanamayo Puno,Urbanización Alto Puno
2024-09-02,15:22:00,Gobierno Regional de Puno,Avenida La Torre Puno
2024-09-02,16:16:00,Isla Esteves Puno,Jirón Lima Puno
2024-09-02,17:13:00,Isla Esteves Puno,Puerto Muñoz Díaz Puno
2024-09-02,17:19:00,Urbanización Salcedo Puno,Mercado Laykakota Puno
2024-09-02,17:42:00,Gobierno Regional de Puno,Jirón Lima Puno
2024-09-02,17:44:00,Isla Esteves Puno,Urbanización Huajsapata Puno
2024-09-02,17:56:00,Hospital Regional Manuel Núñez Butrón,Instituto de Cultura y Turismo de Puno
2024-09-02,18:16:00,Senati Puno,Catedral Basílica de Puno
2024-09-02,18:17:00,Colegio Adventista Puno,Puerto Lacustre Puno
2024-09-02,19:22:00,Hospital ESSALUD Puno,Urbanización Salcedo Puno
2024-09-02,21:03:00,Plaza Mayor de Puno Puno,Salcedo Puno
2024-09-02,21:12:00,Terminal Terrestre Puno,Terminal Terrestre Puno
2024-09-03,05:11:00,Avenida El Sol Puno,Av. Costanera Puno
2024-09-03,07:36:00,Cementerio Laykakota Puno,Hospital ESSALUD Puno
2024-09-03,07:36:00,Instituto de Educación Superior Tecnológico Público Puno,Gran Unidad Escolar San Carlos Puno
2024-09-03,07:55:00,Instituto de Educación Superior Tecnológico Público Puno,Jirón Lima Puno
2024-09-03,08:14:00,Puerto Muñoz Díaz Puno,Mercado Laykakota Puno
2024-09-03,09:33:00,Gobierno Regional de Puno,Jirón Lima Puno
