Fecha,Hora de salida,Lugar de Origen,Lugar de Destino,ID
2024-09-14,07:57:00,Jr. Lima Puno,Hotel Libertador Lago Titicaca Puno,2913
2024-09-14,08:07:00,Colegio Don Bosco Puno,Gobierno Regional de Puno,2914
2024-09-14,09:46:00,Parque del Periodista Puno,Polideportivo Chanu Chanu Puno,2915
2024-09-14,09:51:00,Parque del Niño Puno,Hospital Regional Manuel Núñez Butrón,2916
2024-09-14,10:25:00,Hospital III EsSalud Puno,Terminal Zonal Sur Puno,2917
2024-09-14,10:30:00,Universidad Nacional del Altiplano,Cementerio Laykakota Puno,2918
2024-09-14,10:48:00,Avenida El Sol Puno,Plaza Mayor de Puno,2919
2024-09-14,10:54:00,Jr. Tarapacá Puno,Jayllihuaya Puno,2920
2024-09-14,12:15:00,Cementerio Laykakota Puno,Hostal Mirador Korichasca Puno,2921
2024-09-14,13:23:00,Universidad Nacional del Altiplano,Av. Costanera Puno,2922
2024-09-14,13:25:00,Instituto de Educación Superior Tecnológico Público Puno,Cementerio Yanamayo Puno,2923
2024-09-14,13:59:00,Cementerio Laykakota Puno,Municipalidad Provincial de Puno,2924
2024-09-14,14:19:00,Plaza Vea Puno,Universidad Andina Néstor Cáceres Velásquez Puno,2925
2024-09-14,15:21:00,Colegio Don Bosco Puno,Hotel Libertador Lago Titicaca Puno,2926
2024-09-14,15:22:00,Urbanización Alto Puno,Mirador Puma Uta Puno,2927
2024-09-14,16:19:00,Cementerio Laykakota Puno,Urbanización Bellavista Puno,2928
2024-09-14,16:44:00,Jayllihuaya Puno,Parque del Niño Puno,2929
2024-09-14,17:23:00,Avenida Floral Puno,Instituto de Educación Superior Tecnológico Público Puno,2930
2024-09-14,17:32:00,Urbanización Chanu Chanu Puno,Av. Costanera Puno,2931
2024-09-14,18:42:00,Puerto Lacustre Puno,Hostal Mirador Korichasca Puno,2932
2024-09-14,19:29:00,Hospital Regional Manuel Núñez Butrón,Hotel Sonesta Posadas del Inca Puno,2933
2024-09-14,19:56:00,Hotel Libertador Lago Titicaca Puno,Parque San Román Puno,2934
2024-09-14,22:02:00,Mercado Unión y Dignidad Puno,Parque del Niño Puno,2935
2024-09-14,22:18:00,Urbanización Chanu Chanu Puno,Gobierno Regional de Puno,2936
2024-09-14,22:52:00,Jr. Lima Puno,Mirador Puma Uta Puno,2937
2024-09-15,05:18:00,Complejo Deportivo Alto Llavini Puno,Parque del Periodista Puno,2938
2024-09-15,05:25:00,Cementerio Laykakota Puno,Colegio María Auxiliadora Puno,2939
2024-09-15,06:00:00,Avenida La Torre Puno,Parque del Niño Puno,2940
2024-09-15,07:18:00,Avenida El Sol Puno,Parque Mariátegui Puno,2941
2024-09-15,07:34:00,Terminal Terrestre Puno,Urbanización Salcedo Puno,2942
2024-09-15,08:04:00,Mercado Laykakota Puno,Universidad Nacional del Altiplano,2943
2024-09-15,08:26:00,Avenida La Torre Puno,Urbanización Huajsapata Puno,2944
2024-09-15,08:47:00,Terminal Zonal Sur Puno,Puerto Lacustre Puno,2945
2024-09-15,10:59:00,Urbanización Salcedo Puno,Instituto Americano de Arte Puno,2946
2024-09-15,11:18:00,Mercado Unión y Dignidad Puno,Urbanización Salcedo Puno,2947
2024-09-15,11:28:00,Instituto Americano de Arte Puno,Hospital Regional Manuel Núñez Butrón,2948
2024-09-15,11:53:00,Hotel Sonesta Posadas del Inca Puno,Jr. Lima Puno,2949
2024-09-15,12:23:00,Mirador Puma Uta Puno,Institución Educativa San Juan Bautista Puno,2950
2024-09-15,12:43:00,Colegio Glorioso San Carlos Puno,Universidad Nacional del Altiplano,2951
2024-09-15,12:46:00,Colegio Glorioso San Carlos Puno,Avenida El Sol Puno,2952
2024-09-15,13:21:00,Plaza Vea Puno,Hospital Regional Manuel Núñez Butrón,2953
2024-09-15,13:45:00,Mercado Bellavista Puno,Senati Puno,2954
2024-09-15,14:33:00,Universidad Andina Néstor Cáceres Velásquez Puno,Institución Educativa San Juan Bautista Puno,2955
2024-09-15,14:37:00,Centro de Salud Metropolitano Puno,Urbanización Salcedo Puno,2956
2024-09-15,14:52:00,Colegio María Auxiliadora Puno,Centro de Salud Metropolitano Puno,2957
2024-09-15,15:26:00,Jr. Tarapacá Puno,Parque Mariátegui Puno,2958
2024-09-15,15:34:00,Hospital III EsSalud Puno,Avenida El Sol Puno,2959
2024-09-15,15:37:00,Mirador Kuntur Wasi Puno,Cementerio Laykakota Puno,2960
2024-09-15,15:48:00,Urbanización Bellavista Puno,Institución Educativa San Juan Bautista Puno,2961
2024-09-15,16:09:00,Plaza Vea Puno,Hotel Sonesta Posadas del Inca Puno,2962
2024-09-15,16:31:00,Jr. Tarapacá Puno,Gobierno Regional de Puno,2963
2024-09-15,16:31:00,Plaza Mayor de Puno,Colegio Don Bosco Puno,2964
2024-09-15,16:41:00,Institución Educativa San Juan Bautista Puno,Gran Unidad Escolar San Carlos Puno,2965
2024-09-15,16:48:00,Plaza Vea Puno,Hospital III EsSalud Puno,2966
2024-09-15,17:26:00,Colegio Don Bosco Puno,Mercado Unión y Dignidad Puno,2967
2024-09-15,18:54:00,Avenida Floral Puno,Urbanización Huajsapata Puno,2968
2024-09-15,19:29:00,Polideportivo Chanu Chanu Puno,Urbanización Huajsapata Puno,2969
2024-09-15,19:56:00,Avenida Floral Puno,Colegio Adventista Puno,2970
2024-09-15,21:14:00,Cementerio Laykakota Puno,Jr. Tarapacá Puno,2971
2024-09-16,05:47:00,Universidad Nacional del Altiplano,Jr. Lima Puno,2972
2024-09-16,05:50:00,Instituto de Educación Superior Tecnológico Público Puno,Complejo Deportivo Alto Llavini Puno,2973
2024-09-16,05:59:00,Puerto Lacustre Puno,Senati Puno,2974
2024-09-16,06:11:00,Urbanización Alto Puno,Hospital Regional Manuel Núñez Butrón,2975
2024-09-16,07:04:00,Colegio Glorioso San Carlos Puno,Av. Costanera Puno,2976
2024-09-16,07:11:00,Mirador Kuntur Wasi Puno,Colegio María Auxiliadora Puno,2977
2024-09-16,07:30:00,Cementerio Laykakota Puno,Urbanización Alto Puno,2978
2024-09-16,07:32:00,Urbanización Chanu Chanu Puno,Plaza Mayor de Puno,2979
2024-09-16,07:33:00,Universidad Nacional del Altiplano,Jr. Lima Puno,2980
2024-09-16,07:46:00,Jr. Tarapacá Puno,Jr. Los Incas Puno,2981
2024-09-16,08:19:00,Universidad Nacional del Altiplano,Colegio María Auxiliadora Puno,2982
2024-09-16,09:04:00,Jr. Los Incas Puno,Instituto Americano de Arte Puno,2983
2024-09-16,09:25:00,Mercado Laykakota Puno,Instituto Americano de Arte Puno,2984
2024-09-16,09:47:00,Hostal Mirador Korichasca Puno,Plaza Mayor de Puno,2985
2024-09-16,09:57:00,Jr. Lima Puno,Gran Unidad Escolar San Carlos Puno,2986
2024-09-16,10:02:00,Hotel Sonesta Posadas del Inca Puno,Parque del Periodista Puno,2987
2024-09-16,10:44:00,Plaza Vea Puno,Avenida Floral Puno,2988
2024-09-16,11:07:00,Mercado Bellavista Puno,Hotel Libertador Lago Titicaca Puno,2989
2024-09-16,12:24:00,Salcedo Puno,Jr. Lima Puno,2990
2024-09-16,12:39:00,Jr. Lima Puno,Jr. Tarapacá Puno,2991
2024-09-16,14:44:00,Universidad Nacional del Altiplano,Urbanización Alto Puno,2992
2024-09-16,16:49:00,Hotel Libertador Lago Titicaca Puno,Instituto de Educación Superior Tecnológico Público Puno,2993
2024-09-16,17:25:00,Urbanización Salcedo Puno,Mirador Puma Uta Puno,2994
2024-09-16,17:39:00,Institución Educativa San Juan Bautista Puno,Puerto Lacustre Puno,2995
2024-09-16,17:41:00,Plaza Vea Puno,Hostal Mirador Korichasca Puno,2996
2024-09-16,17:52:00,Urbanización Huajsapata Puno,Hospital Regional Manuel Núñez Butrón,2997
2024-09-16,18:25:00,Puerto Lacustre Puno,Gobierno Regional de Puno,2998
2024-09-16,18:46:00,Hospital Regional Manuel Núñez Butrón,Institución Educativa San Juan Bautista Puno,2999
2024-09-16,19:58:00,Urbanización Bellavista Puno,Mercado Bellavista Puno,3000
2024-09-16,20:43:00,Jr. Lima Puno,Hotel Sonesta Posadas del Inca Puno,3001
2024-09-16,22:18:00,Hospital Regional Manuel Núñez Butrón,Plaza Vea Puno,3002
2024-09-16,22:40:00,Senati Puno,Urbanización Salcedo Puno,3003
2024-09-17,05:25:00,Mercado Laykakota Puno,Senati Puno,3004
2024-09-17,05:27:00,Gran Unidad Escolar San Carlos Puno,Puerto Lacustre Puno,3005
2024-09-17,06:09:00,Avenida Floral Puno,Avenida La Torre Puno,3006
2024-09-17,06:12:00,Ministerio de Cultura Puno,Avenida El Sol Puno,3007
2024-09-17,07:50:00,Gran Unidad Escolar San Carlos Puno,Parque San Román Puno,3008
2024-09-17,07:58:00,Parque Pino Puno,Plaza Vea Puno,3009
2024-09-17,08:15:00,Hotel Libertador Lago Titicaca Puno,Cementerio Laykakota Puno,3010
2024-09-17,08:25:00,Mirador Puma Uta Puno,Hotel Sonesta Posadas del Inca Puno,3011
2024-09-17,08:31:00,Colegio Glorioso San Carlos Puno,Parque del Niño Puno,3012
2024-09-17,08:38:00,Ministerio de Cultura Puno,Gobierno Regional de Puno,3013
2024-09-17,08:50:00,Polideportivo Chanu Chanu Puno,Ministerio de Cultura Puno,3014
2024-09-17,09:31:00,Cementerio Yanamayo Puno,Estadio Enrique Torres Belón,3015
2024-09-17,10:27:00,Plaza Vea Puno,Jr. Lima Puno,3016
2024-09-17,11:23:00,Complejo Deportivo Alto Llavini Puno,Puerto Lacustre Puno,3017
2024-09-17,13:04:00,Plaza Vea Puno,Mirador Puma Uta Puno,3018
2024-09-17,13:29:00,Instituto de Educación Superior Tecnológico Público Puno,Centro de Salud Metropolitano Puno,3019
2024-09-17,14:50:00,Cementerio Laykakota Puno,Avenida Floral Puno,3020
2024-09-17,16:06:00,Complejo Deportivo Alto Llavini Puno,Mercado Unión y Dignidad Puno,3021
2024-09-17,17:01:00,Instituto de Educación Superior Tecnológico Público Puno,Urbanización Huajsapata Puno,3022
2024-09-17,17:56:00,Terminal Terrestre Puno,Parque del Niño Puno,3023
2024-09-17,18:12:00,Parque Pino Puno,Plaza Mayor de Puno,3024
2024-09-17,18:34:00,Avenida El Sol Puno,Terminal Zonal Sur Puno,3025
2024-09-17,19:11:00,Universidad Andina Néstor Cáceres Velásquez Puno,Universidad Nacional del Altiplano,3026
2024-09-17,19:24:00,Avenida El Sol Puno,Urbanización Huajsapata Puno,3027
2024-09-17,19:47:00,Urbanización Alto Puno,Terminal Zonal Sur Puno,3028
2024-09-17,21:10:00,Hostal Mirador Korichasca Puno,Mirador Puma Uta Puno,3029
2024-09-17,22:24:00,Estadio Enrique Torres Belón,Colegio Don Bosco Puno,3030
2024-09-18,05:18:00,Polideportivo Chanu Chanu Puno,Instituto de Educación Superior Tecnológico Público Puno,3031
2024-09-18,05:30:00,Colegio Adventista Puno,Municipalidad Provincial de Puno,3032
2024-09-18,06:21:00,Ministerio de Cultura Puno,Urbanización Huajsapata Puno,3033
2024-09-18,06:33:00,Parque del Periodista Puno,Plaza Vea Puno,3034
2024-09-18,06:36:00,Urbanización Alto Puno,Hotel Libertador Lago Titicaca Puno,3035
2024-09-18,06:40:00,Instituto de Educación Superior Tecnológico Público Puno,Instituto Americano de Arte Puno,3036
2024-09-18,08:01:00,Gobierno Regional de Puno,Colegio Don Bosco Puno,3037
2024-09-18,08:01:00,Plaza Mayor de Puno,Mercado Unión y Dignidad Puno,3038
2024-09-18,08:57:00,Jr. Lima Puno,Colegio María Auxiliadora Puno,3039
2024-09-18,09:12:00,Universidad Nacional del Altiplano,Colegio Don Bosco Puno,3040
2024-09-18,09:40:00,Av. Costanera Puno,Complejo Deportivo Alto Llavini Puno,3041
2024-09-18,09:44:00,Cementerio Laykakota Puno,Urbanización Bellavista Puno,3042
2024-09-18,10:40:00,Colegio María Auxiliadora Puno,Avenida La Torre Puno,3043
2024-09-18,11:06:00,Instituto Americano de Arte Puno,Parque Pino Puno,3044
2024-09-18,11:28:00,Plaza Vea Puno,Av. Costanera Puno,3045
2024-09-18,13:10:00,Urbanización Salcedo Puno,Hostal Mirador Korichasca Puno,3046
2024-09-18,13:20:00,Universidad Andina Néstor Cáceres Velásquez Puno,Parque San Román Puno,3047
2024-09-18,13:47:00,Universidad Nacional del Altiplano,Ministerio de Cultura Puno,3048
2024-09-18,15:14:00,Jayllihuaya Puno,Colegio Adventista Puno,3049
2024-09-18,16:46:00,Hospital Regional Manuel Núñez Butrón,Gran Unidad Escolar San Carlos Puno,3050
2024-09-18,17:18:00,Plaza Mayor de Puno,Instituto de Educación Superior Tecnológico Público Puno,3051
2024-09-18,19:09:00,Universidad Nacional del Altiplano,Av. Costanera Puno,3052
2024-09-18,19:30:00,Polideportivo Chanu Chanu Puno,Universidad Nacional del Altiplano,3053
2024-09-18,19:43:00,Urbanización Chanu Chanu Puno,Puerto Lacustre Puno,3054
2024-09-18,19:44:00,Terminal Zonal Sur Puno,Cementerio Yanamayo Puno,3055
2024-09-18,20:57:00,Hostal Mirador Korichasca Puno,Urbanización Chanu Chanu Puno,3056
2024-09-19,06:15:00,Mercado Unión y Dignidad Puno,Parque del Periodista Puno,3057
2024-09-19,06:29:00,Parque San Román Puno,Urbanización Salcedo Puno,3058
2024-09-19,06:39:00,Senati Puno,Hotel Sonesta Posadas del Inca Puno,3059
2024-09-19,06:56:00,Polideportivo Chanu Chanu Puno,Centro de Salud Metropolitano Puno,3060
2024-09-19,07:04:00,Hostal Mirador Korichasca Puno,Mercado Unión y Dignidad Puno,3061
2024-09-19,07:16:00,Hotel Libertador Lago Titicaca Puno,Polideportivo Chanu Chanu Puno,3062
2024-09-19,08:31:00,Plaza Mayor de Puno,Senati Puno,3063
2024-09-19,09:10:00,Cementerio Yanamayo Puno,Universidad Nacional del Altiplano,3064
2024-09-19,09:22:00,Institución Educativa San Juan Bautista Puno,Urbanización Bellavista Puno,3065
2024-09-19,09:54:00,Hotel Libertador Lago Titicaca Puno,Hospital III EsSalud Puno,3066
2024-09-19,10:46:00,Polideportivo Chanu Chanu Puno,Parque San Román Puno,3067
2024-09-19,10:47:00,Avenida La Torre Puno,Urbanización Alto Puno,3068
2024-09-19,11:53:00,Parque San Román Puno,Universidad Nacional del Altiplano,3069
2024-09-19,15:53:00,Hospital Regional Manuel Núñez Butrón,Ministerio de Cultura Puno,3070
2024-09-19,16:25:00,Parque del Periodista Puno,Urbanización Huajsapata Puno,3071
2024-09-19,16:58:00,Hotel Libertador Lago Titicaca Puno,Mirador Puma Uta Puno,3072
2024-09-19,17:10:00,Plaza Mayor de Puno,Estadio Enrique Torres Belón,3073
2024-09-19,18:01:00,Hospital Regional Manuel Núñez Butrón,Avenida El Sol Puno,3074
2024-09-19,18:15:00,Gobierno Regional de Puno,Complejo Deportivo Alto Llavini Puno,3075
2024-09-19,19:03:00,Universidad Nacional del Altiplano,Instituto de Educación Superior Tecnológico Público Puno,3076
2024-09-19,19:22:00,Plaza Mayor de Puno,Colegio Adventista Puno,3077
2024-09-19,19:49:00,Universidad Nacional del Altiplano,Instituto Americano de Arte Puno,3078
2024-09-19,21:07:00,Av. Costanera Puno,Puerto Lacustre Puno,3079
2024-09-19,21:19:00,Avenida Floral Puno,Hotel Sonesta Posadas del Inca Puno,3080
2024-09-19,22:39:00,Urbanización Huajsapata Puno,Avenida El Sol Puno,3081
2024-09-19,22:48:00,Puerto Lacustre Puno,Hotel Libertador Lago Titicaca Puno,3082
2024-09-20,06:44:00,Hotel Libertador Lago Titicaca Puno,Plaza Vea Puno,3083
2024-09-20,06:50:00,Parque del Periodista Puno,Parque Mariátegui Puno,3084
2024-09-20,07:13:00,Parque Mariátegui Puno,Parque San Román Puno,3085
2024-09-20,07:24:00,Plaza Mayor de Puno,Mirador Kuntur Wasi Puno,3086
2024-09-20,08:29:00,Complejo Deportivo Alto Llavini Puno,Ministerio de Cultura Puno,3087
2024-09-20,08:32:00,Hotel Sonesta Posadas del Inca Puno,Plaza Mayor de Puno,3088
2024-09-20,08:53:00,Ministerio de Cultura Puno,Parque Pino Puno,3089
2024-09-20,09:39:00,Parque Mariátegui Puno,Mercado Bellavista Puno,3090
2024-09-20,11:25:00,Municipalidad Provincial de Puno,Jr. Lima Puno,3091
2024-09-20,12:13:00,Jr. Lima Puno,Instituto de Educación Superior Tecnológico Público Puno,3092
2024-09-20,13:57:00,Mirador Puma Uta Puno,Cementerio Laykakota Puno,3093
2024-09-20,14:04:00,Puerto Lacustre Puno,Av. Costanera Puno,3094
2024-09-20,15:15:00,Urbanización Alto Puno,Jr. Lima Puno,3095
2024-09-20,17:06:00,Plaza Vea Puno,Instituto de Educación Superior Tecnológico Público Puno,3096
2024-09-20,17:11:00,Hostal Mirador Korichasca Puno,Jr. Lima Puno,3097
2024-09-20,17:37:00,Hotel Libertador Lago Titicaca Puno,Complejo Deportivo Alto Llavini Puno,3098
2024-09-20,18:11:00,Urbanización Bellavista Puno,Instituto Americano de Arte Puno,3099
2024-09-20,18:12:00,Parque San Román Puno,Colegio Glorioso San Carlos Puno,3100
2024-09-20,19:15:00,Plaza Mayor de Puno,Municipalidad Provincial de Puno,3101
2024-09-20,19:19:00,Parque Pino Puno,Urbanización Salcedo Puno,3102
2024-09-20,19:38:00,Ministerio de Cultura Puno,Mercado Bellavista Puno,3103
2024-09-20,19:39:00,Mirador Puma Uta Puno,Hotel Libertador Lago Titicaca Puno,3104
2024-09-20,19:57:00,Mirador Puma Uta Puno,Parque del Niño Puno,3105
2024-09-20,20:36:00,Gobierno Regional de Puno,Hospital Regional Manuel Núñez Butrón,3106
2024-09-20,21:36:00,Senati Puno,Urbanización Alto Puno,3107
2024-09-21,05:51:00,Mercado Unión y Dignidad Puno,Senati Puno,3108
2024-09-21,08:05:00,Urbanización Chanu Chanu Puno,Avenida La Torre Puno,3109
2024-09-21,08:31:00,Parque del Niño Puno,Hotel Sonesta Posadas del Inca Puno,3110
2024-09-21,08:55:00,Estadio Enrique Torres Belón,Urbanización Chanu Chanu Puno,3111
2024-09-21,09:15:00,Hotel Libertador Lago Titicaca Puno,Plaza Mayor de Puno,3112
2024-09-21,09:36:00,Instituto Americano de Arte Puno,Plaza Vea Puno,3113
2024-09-21,09:47:00,Institución Educativa San Juan Bautista Puno,Avenida El Sol Puno,3114
2024-09-21,10:00:00,Institución Educativa San Juan Bautista Puno,Hostal Mirador Korichasca Puno,3115
2024-09-21,10:39:00,Salcedo Puno,Urbanización Bellavista Puno,3116
2024-09-21,10:59:00,Hospital Regional Manuel Núñez Butrón,Hostal Mirador Korichasca Puno,3117
2024-09-21,12:10:00,Estadio Enrique Torres Belón,Jr. Los Incas Puno,3118
2024-09-21,13:11:00,Colegio Don Bosco Puno,Mercado Bellavista Puno,3119
2024-09-21,14:38:00,Colegio Glorioso San Carlos Puno,Senati Puno,3120
2024-09-21,15:27:00,Plaza Mayor de Puno,Complejo Deportivo Alto Llavini Puno,3121
2024-09-21,15:42:00,Cementerio Yanamayo Puno,Jr. Los Incas Puno,3122
2024-09-21,15:46:00,Colegio Don Bosco Puno,Senati Puno,3123
2024-09-21,16:10:00,Plaza Vea Puno,Instituto de Educación Superior Tecnológico Público Puno,3124
2024-09-21,17:03:00,Mercado Unión y Dignidad Puno,Avenida El Sol Puno,3125
2024-09-21,17:12:00,Mercado Unión y Dignidad Puno,Plaza Vea Puno,3126
2024-09-21,18:29:00,Institución Educativa San Juan Bautista Puno,Terminal Zonal Sur Puno,3127
2024-09-21,19:37:00,Plaza Mayor de Puno,Parque San Román Puno,3128
2024-09-21,19:48:00,Complejo Deportivo Alto Llavini Puno,Avenida El Sol Puno,3129
2024-09-21,19:53:00,Complejo Deportivo Alto Llavini Puno,Gran Unidad Escolar San Carlos Puno,3130
2024-09-21,22:12:00,Plaza Vea Puno,Jr. Lima Puno,3131
2024-09-21,22:51:00,Universidad Nacional del Altiplano,Mirador Kuntur Wasi Puno,3132
2024-09-22,05:17:00,Colegio Adventista Puno,Jr. Lima Puno,3133
2024-09-22,05:37:00,Puerto Lacustre Puno,Puerto Lacustre Puno,3134
2024-09-22,06:46:00,Gobierno Regional de Puno,Mirador Kuntur Wasi Puno,3135
2024-09-22,07:27:00,Ministerio de Cultura Puno,Hospital Regional Manuel Núñez Butrón,3136
2024-09-22,08:12:00,Universidad Nacional del Altiplano,Senati Puno,3137
2024-09-22,08:47:00,Parque del Niño Puno,Polideportivo Chanu Chanu Puno,3138
2024-09-22,08:48:00,Terminal Zonal Sur Puno,Mercado Laykakota Puno,3139
2024-09-22,09:21:00,Centro de Salud Metropolitano Puno,Parque Pino Puno,3140
2024-09-22,09:25:00,Urbanización Huajsapata Puno,Senati Puno,3141
2024-09-22,09:30:00,Urbanización Bellavista Puno,Institución Educativa San Juan Bautista Puno,3142
2024-09-22,09:51:00,Avenida Floral Puno,Instituto de Educación Superior Tecnológico Público Puno,3143
2024-09-22,11:02:00,Puerto Lacustre Puno,Colegio María Auxiliadora Puno,3144
2024-09-22,11:06:00,Mirador Kuntur Wasi Puno,Gran Unidad Escolar San Carlos Puno,3145
2024-09-22,12:31:00,Urbanización Huajsapata Puno,Mirador Kuntur Wasi Puno,3146
2024-09-22,13:09:00,Terminal Zonal Sur Puno,Urbanización Alto Puno,3147
2024-09-22,14:51:00,Jr. Lima Puno,Urbanización Alto Puno,3148
2024-09-22,15:57:00,Plaza Vea Puno,Gobierno Regional de Puno,3149
2024-09-22,16:01:00,Instituto de Educación Superior Tecnológico Público Puno,Centro de Salud Metropolitano Puno,3150
2024-09-22,16:20:00,Parque San Román Puno,Centro de Salud Metropolitano Puno,3151
2024-09-22,16:26:00,Jr. Los Incas Puno,Estadio Enrique Torres Belón,3152
2024-09-22,17:25:00,Parque del Periodista Puno,Colegio Glorioso San Carlos Puno,3153
2024-09-22,17:41:00,Parque del Niño Puno,Puerto Lacustre Puno,3154
2024-09-22,18:03:00,Parque San Román Puno,Plaza Vea Puno,3155
2024-09-22,18:33:00,Hotel Libertador Lago Titicaca Puno,Terminal Zonal Sur Puno,3156
2024-09-22,18:55:00,Cementerio Laykakota Puno,Polideportivo Chanu Chanu Puno,3157
2024-09-22,19:27:00,Gran Unidad Escolar San Carlos Puno,Mirador Puma Uta Puno,3158
2024-09-22,19:37:00,Urbanización Huajsapata Puno,Polideportivo Chanu Chanu Puno,3159
2024-09-22,19:55:00,Avenida La Torre Puno,Plaza Vea Puno,3160
2024-09-22,19:55:00,Urbanización Salcedo Puno,Universidad Nacional del Altiplano,3161
2024-09-22,22:18:00,Colegio Adventista Puno,Jayllihuaya Puno,3162
2024-09-23,05:15:00,Av. Costanera Puno,Jr. Lima Puno,3163
2024-09-23,05:25:00,Estadio Enrique Torres Belón,Senati Puno,3164
2024-09-23,07:52:00,Ministerio de Cultura Puno,Cementerio Yanamayo Puno,3165
2024-09-23,07:55:00,Terminal Zonal Sur Puno,Jayllihuaya Puno,3166
2024-09-23,08:16:00,Hostal Mirador Korichasca Puno,Urbanización Bellavista Puno,3167
2024-09-23,08:34:00,Cementerio Laykakota Puno,Mercado Unión y Dignidad Puno,3168
2024-09-23,08:52:00,Cementerio Yanamayo Puno,Colegio Don Bosco Puno,3169
2024-09-23,09:52:00,Avenida Floral Puno,Av. Costanera Puno,3170
2024-09-23,12:43:00,Cementerio Laykakota Puno,Parque San Román Puno,3171
2024-09-23,13:17:00,Hotel Sonesta Posadas del Inca Puno,Urbanización Alto Puno,3172
2024-09-23,13:53:00,Jr. Lima Puno,Parque San Román Puno,3173
2024-09-23,14:02:00,Parque San Román Puno,Parque del Niño Puno,3174
2024-09-23,15:12:00,Terminal Terrestre Puno,Hospital III EsSalud Puno,3175
2024-09-23,16:01:00,Parque San Román Puno,Parque del Niño Puno,3176
2024-09-23,16:50:00,Instituto Americano de Arte Puno,Puerto Lacustre Puno,3177
2024-09-23,17:00:00,Gran Unidad Escolar San Carlos Puno,Cementerio Laykakota Puno,3178
2024-09-23,17:05:00,Mercado Laykakota Puno,Puerto Lacustre Puno,3179
2024-09-23,18:33:00,Jr. Lima Puno,Plaza Mayor de Puno,3180
2024-09-23,18:39:00,Hospital Regional Manuel Núñez Butrón,Instituto de Educación Superior Tecnológico Público Puno,3181
2024-09-23,21:16:00,Salcedo Puno,Complejo Deportivo Alto Llavini Puno,3182
2024-09-23,22:05:00,Jayllihuaya Puno,Urbanización Salcedo Puno,3183
2024-09-24,05:34:00,Plaza Mayor de Puno,Municipalidad Provincial de Puno,3184
2024-09-24,07:41:00,Polideportivo Chanu Chanu Puno,Colegio Adventista Puno,3185
2024-09-24,07:51:00,Urbanización Alto Puno,Puerto Lacustre Puno,3186
2024-09-24,09:04:00,Avenida El Sol Puno,Jr. Tarapacá Puno,3187
2024-09-24,09:37:00,Hotel Libertador Lago Titicaca Puno,Mercado Laykakota Puno,3188
2024-09-24,09:59:00,Instituto de Educación Superior Tecnológico Público Puno,Hotel Sonesta Posadas del Inca Puno,3189
2024-09-24,10:10:00,Senati Puno,Puerto Lacustre Puno,3190
2024-09-24,10:44:00,Puerto Lacustre Puno,Colegio Don Bosco Puno,3191
2024-09-24,12:26:00,Instituto Americano de Arte Puno,Cementerio Laykakota Puno,3192
2024-09-24,15:56:00,Salcedo Puno,Urbanización Huajsapata Puno,3193
2024-09-24,16:02:00,Centro de Salud Metropolitano Puno,Urbanización Salcedo Puno,3194
2024-09-24,16:36:00,Plaza Vea Puno,Parque San Román Puno,3195
2024-09-24,17:27:00,Parque Pino Puno,Parque del Niño Puno,3196
2024-09-24,17:32:00,Av. Costanera Puno,Plaza Mayor de Puno,3197
2024-09-24,17:42:00,Universidad Nacional del Altiplano,Hotel Sonesta Posadas del Inca Puno,3198
2024-09-24,18:40:00,Jr. Lima Puno,Puerto Lacustre Puno,3199
2024-09-24,19:30:00,Universidad Nacional del Altiplano,Mercado Laykakota Puno,3200
2024-09-24,20:23:00,Jr. Lima Puno,Mercado Laykakota Puno,3201
2024-09-24,20:52:00,Puerto Lacustre Puno,Mirador Puma Uta Puno,3202
2024-09-24,21:43:00,Colegio Don Bosco Puno,Ministerio de Cultura Puno,3203
2024-09-24,21:45:00,Colegio Don Bosco Puno,Terminal Zonal Sur Puno,3204
2024-09-25,05:41:00,Parque Mariátegui Puno,Universidad Andina Néstor Cáceres Velásquez Puno,3205
2024-09-25,06:08:00,Jr. Los Incas Puno,Parque del Periodista Puno,3206
2024-09-25,07:06:00,Centro de Salud Metropolitano Puno,Avenida El Sol Puno,3207
2024-09-25,07:13:00,Urbanización Chanu Chanu Puno,Colegio Don Bosco Puno,3208
2024-09-25,07:16:00,Instituto de Educación Superior Tecnológico Público Puno,Complejo Deportivo Alto Llavini Puno,3209
2024-09-25,07:19:00,Cementerio Laykakota Puno,Parque Mariátegui Puno,3210
2024-09-25,07:23:00,Senati Puno,Terminal Terrestre Puno,3211
2024-09-25,07:41:00,Cementerio Laykakota Puno,Colegio Adventista Puno,3212
2024-09-25,08:10:00,Parque del Periodista Puno,Urbanización Chanu Chanu Puno,3213
2024-09-25,08:26:00,Parque Mariátegui Puno,Senati Puno,3214
2024-09-25,08:30:00,Mercado Bellavista Puno,Instituto Americano de Arte Puno,3215
2024-09-25,09:25:00,Estadio Enrique Torres Belón,Avenida La Torre Puno,3216
2024-09-25,09:59:00,Avenida La Torre Puno,Polideportivo Chanu Chanu Puno,3217
2024-09-25,10:33:00,Polideportivo Chanu Chanu Puno,Avenida La Torre Puno,3218
2024-09-25,11:45:00,Hotel Sonesta Posadas del Inca Puno,Polideportivo Chanu Chanu Puno,3219
2024-09-25,11:46:00,Puerto Lacustre Puno,Jr. Los Incas Puno,3220
2024-09-25,11:47:00,Salcedo Puno,Puerto Lacustre Puno,3221
